"","Timestamp","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"39","2014-08-27 12:12:47",31,"Male","United States","No","No","No","Never","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"40","2014-08-27 12:13:30",40,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","No","No"
"41","2014-08-27 12:15:30",29,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","No","No"
"42","2014-08-27 12:16:21",24,"Male","United States","No","Yes","No","Rarely","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"43","2014-08-27 12:18:02",33,"Male","United States","No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
"44","2014-08-27 12:18:04",30,"Male","United States","No","No","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"45","2014-08-27 12:18:14",26,"Female","Canada","No","Yes","Yes","Sometimes","26-100","No","No","No","Yes","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","No","Yes"
"46","2014-08-27 12:18:38",44,"Female","United States","No","No","No","Never","100-500","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
"47","2014-08-27 12:20:10",33,"Male","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"48","2014-08-27 12:22:55",29,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"49","2014-08-27 12:23:48",35,"Male","United States","No","Yes","No","Rarely","6-25","No","Yes","Yes","Not sure","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"50","2014-08-27 12:23:59",35,"Male","United States","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
"51","2014-08-27 12:28:12",34,"Non-Binary","United States","No","Yes","No","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"52","2014-08-27 12:28:16",32,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"53","2014-08-27 12:29:25",22,"Male","United States","No","No","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Yes","No","No","No","No","Yes","No","No"
"54","2014-08-27 12:31:02",28,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"55","2014-08-27 12:31:03",45,"Male","United States","No","Yes","Yes","Rarely","6-25","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"56","2014-08-27 12:31:14",32,"Male","United States","No","No","No","Never","100-500","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"57","2014-08-27 12:31:43",18,"Male","United States","No","No","Yes","Rarely","1-5","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","No","No","No","Don't know","No"
"58","2014-08-27 12:32:59",29,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"59","2014-08-27 12:33:23",33,"Male","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"60","2014-08-27 12:33:36",36,"Male","United States","No","No","No","Often","6-25","No","Yes","Yes","No","No","No","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"61","2014-08-27 12:34:11",27,"Male","United States","No","Yes","No","Never","500-1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Yes","No","Some of them","No","No","Yes","Don't know","No"
"62","2014-08-27 12:34:35",32,"Male","United States","No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Yes","No","No","Yes","No","No","Don't know","No"
"63","2014-08-27 12:34:57",33,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Yes","No","No"
"64","2014-08-27 12:35:23",32,"Male","United States","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Some of them","No","Yes","Don't know","No"
"65","2014-08-27 12:36:03",27,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"66","2014-08-27 12:37:31",39,"Male","United States","No","No","Yes","Often","26-100","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No"
"67","2014-08-27 12:38:11",38,"Male","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"68","2014-08-27 12:38:18",37,"Male","United Kingdom","Yes","No","Yes","Sometimes","26-100","No","No","No","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","No","Maybe","Yes","No"
"69","2014-08-27 12:38:25",35,"Male","United States","No","No","No","Never","26-100","Yes","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"70","2014-08-27 12:39:18",30,"Female","United States","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"71","2014-08-27 12:39:21",37,"Male","United States","No","Yes","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No"
"72","2014-08-27 12:39:57",23,"Male","United States","No","No","No","Sometimes","6-25","No","No","No","No","No","No","No","Somewhat easy","Yes","Yes","No","No","No","No","No","No"
"73","2014-08-27 12:40:53",32,"Male","United States","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","No","No"
"74","2014-08-27 12:41:20",36,"Male","United States","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"75","2014-08-27 12:42:24",25,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","No","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"76","2014-08-27 12:42:52",27,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Don't know","No"
"77","2014-08-27 12:43:28",26,"Male","United States","No","No","No","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","Maybe","No","No"
"78","2014-08-27 12:43:28",27,"Male","United States","No","No","Yes","Rarely","26-100","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","Don't know","Yes"
"79","2014-08-27 12:43:40",25,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Very easy","Maybe","No","Some of them","No","No","No","Don't know","Yes"
"80","2014-08-27 12:43:53",36,"Male","United Kingdom","No","No","Yes","Sometimes","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","Yes"
"81","2014-08-27 12:44:51",25,"Female","United States","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No"
"82","2014-08-27 12:44:51",31,"Male","United States","No","No","No","Never","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No"
"83","2014-08-27 12:45:44",26,"Male","United States","No","Yes","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"84","2014-08-27 12:46:03",33,"Female","United States","Yes","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Yes","No","Yes","Yes","No"
"85","2014-08-27 12:48:06",34,"Male","United States","No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"86","2014-08-27 12:48:40",26,"Male","United Kingdom","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No"
"87","2014-08-27 12:49:39",31,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"88","2014-08-27 12:50:57",32,"Female","United States","No","No","Yes","Often","6-25","Yes","Yes","Yes","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","Yes"
"89","2014-08-27 12:51:25",45,"Female","United States","No","No","Yes","Sometimes","1-5","No","Yes","Yes","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No"
"90","2014-08-27 12:51:36",33,"Male","United States","No","No","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Don't know","No"
"91","2014-08-27 12:51:55",45,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","No","Don't know","No"
"92","2014-08-27 12:52:08",43,"Male","United States","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No"
"93","2014-08-27 12:53:13",35,"Female","United States","No","Yes","Yes","Never","26-100","No","Yes","Yes","Not sure","Don't know","No","Yes","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
"94","2014-08-27 12:53:40",28,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"95","2014-08-27 12:54:11",35,"Male","United States","No","No","Yes","Rarely","6-25","No","Yes","No","No","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"96","2014-08-27 12:54:30",32,"Female","Germany","No","No","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes"
"97","2014-08-27 12:55:01",35,"Female","United States","No","No","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Don't know","No"
"98","2014-08-27 12:55:38",26,"Male","United States","No","No","No","Rarely","26-100","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
"99","2014-08-27 12:57:38",27,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Yes","No"
"100","2014-08-27 12:57:52",34,"Female","United States","No","No","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"101","2014-08-27 12:58:10",41,"Male","United States","No","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"102","2014-08-27 12:58:42",37,"Male","Ireland","No","No","No","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","No","Yes","Don't know","No"
"103","2014-08-27 13:02:14",32,"Male","United Kingdom","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","No","No","Yes"
"104","2014-08-27 13:04:18",30,"Male","United States","No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","No","Maybe","Don't know","No"
"105","2014-08-27 13:04:45",24,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"106","2014-08-27 13:07:40",32,"Female","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"107","2014-08-27 13:07:42",32,"Non-Binary","United States","No","No","Yes","Sometimes","100-500","No","No","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
"108","2014-08-27 13:07:46",27,"Female","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very difficult","No","No","Some of them","No","No","No","Don't know","No"
"109","2014-08-27 13:08:17",30,"Male","Germany","Yes","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very difficult","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"110","2014-08-27 13:09:37",29,"Female","United States","No","No","Yes","Never","500-1000","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","No","Don't know","No"
"111","2014-08-27 13:12:31",34,"Female","United States","No","No","No","Sometimes","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"112","2014-08-27 13:14:53",28,"Male","United States","No","No","No","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"113","2014-08-27 13:15:19",28,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","Yes","No","No","Some of them","No","No","No","No"
"114","2014-08-27 13:15:25",23,"Male","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No"
"115","2014-08-27 13:18:18",24,"Male","United States","No","No","No","Sometimes","1-5","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"116","2014-08-27 13:18:44",32,"Male","United States","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","Some of them","Yes","No","Maybe","Yes","No"
"117","2014-08-27 13:21:00",24,"Male","United States","No","No","No","Never","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No"
"118","2014-08-27 13:22:49",36,"Male","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"119","2014-08-27 13:23:38",41,"Male","United States","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","Maybe","Maybe","No","No"
"120","2014-08-27 13:24:57",38,"Male","United States","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No"
"121","2014-08-27 13:29:57",37,"Female","United States","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"122","2014-08-27 13:32:31",34,"Male","United States","No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes"
"123","2014-08-27 13:32:48",33,"Male","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"124","2014-08-27 13:34:03",27,"Male","United States","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"125","2014-08-27 13:35:23",40,"Male","United States","No","No","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Maybe","No","No","No","Maybe","No","Yes"
"126","2014-08-27 13:35:40",21,"Male","United States","No","No","Yes","Often","6-25","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"127","2014-08-27 13:37:47",32,"Male","United States","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No"
"128","2014-08-27 13:38:17",29,"Non-Binary","United States","No","Yes","Yes","Rarely","500-1000","Yes","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Maybe","No","Some of them","No","Maybe","Yes","Don't know","No"
"129","2014-08-27 13:39:00",23,"Male","United States","No","Yes","Yes","Sometimes","26-100","Yes","No","Don't know","No","No","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","Yes","No"
"130","2014-08-27 13:42:38",31,"Male","United States","No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"131","2014-08-27 13:44:47",24,"Male","United States","No","No","No","Sometimes","6-25","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"132","2014-08-27 13:47:27",42,"Male","United States","No","No","No","Never","6-25","Yes","Yes","No","Yes","No","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"133","2014-08-27 13:49:32",27,"Female","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","No","No","Yes","Don't know","Maybe","Maybe","Yes","No","No","Maybe","Don't know","No"
"134","2014-08-27 13:52:57",30,"Male","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","No","No","Yes","Yes","Maybe","No","Yes","No"
"135","2014-08-27 13:54:00",41,"Male","United States","No","No","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Don't know","No","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"136","2014-08-27 13:54:24",32,"Male","United Kingdom","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Maybe","Maybe","Yes","Some of them","Maybe","Maybe","Don't know","Yes"
